"","V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
"1516",1516,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,1,1,5,5,5,2,1,2,1,1,2,18
"1517",1517,5,5,5,5,5,5,5,5,5,3,4,3,3,5,5,5,5,5,5,4,4,3,3,4,4,4,3,3,3,1,1,1,1,1,1,1,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,3,3,4,4,6,1,1,1,1,2,18
"1518",1518,5,5,5,5,5,5,5,5,5,3,4,3,4,4,5,5,5,5,4,4,5,3,3,4,4,4,5,5,5,1,1,1,1,1,1,1,3,4,4,4,3,3,3,3,4,4,3,4,4,3,3,3,3,4,3,3,2,2,3,5,4,3,4,1,1,2,1,2,19
"1519",1519,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,2,3,2,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,5,4,4,4,2,5,3,4,4,4,2,3,3,3,3,3,4,2,2,1,5,5,5,2,1,2,3,1,2,20
"1520",1520,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,11,1,5,18
"1521",1521,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,3,5,3,3,3,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,4,4,3,4,3,5,4,5,4,4,4,4,4,3,5,1,1,1,5,5,5,3,1,2,1,1,2,18
"1522",1522,5,3,4,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,3,3,3,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,5,3,3,5,5,3,3,3,5,3,3,1,1,3,5,5,2,1,2,11,1,2,18
"1523",1523,5,3,4,4,4,5,3,3,4,5,2,3,5,5,5,5,5,3,3,3,3,2,1,1,1,1,5,3,4,1,1,1,1,1,1,1,5,5,3,3,3,3,5,1,3,1,3,2,5,2,4,4,3,3,3,5,3,1,1,5,2,2,6,1,2,1,1,4,14
"1524",1524,5,4,4,4,4,4,5,3,4,4,3,4,3,4,4,3,4,4,4,4,4,2,2,2,3,3,4,4,4,1,1,1,1,1,1,1,3,4,4,4,3,5,5,3,4,2,3,4,4,2,2,2,3,4,5,3,2,2,2,5,4,4,7,1,2,3,1,4,19
"1525",1525,4,3,3,5,5,5,4,4,4,4,3,4,3,4,4,5,4,4,5,4,5,2,3,3,4,3,5,4,3,1,1,1,1,1,1,1,4,4,4,5,3,5,5,4,4,2,3,3,4,2,2,2,3,3,4,3,2,2,2,4,4,4,5,2,2,4,2,4,18
"1526",1526,5,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,5,5,2,3,2,5,4,4,3,4,3,2,4,3,4,2,2,2,5,4,4,2,2,2,11,3,3,19
"1527",1527,5,4,5,5,5,3,3,4,4,4,3,5,5,5,3,4,2,4,4,5,4,5,3,4,4,4,5,5,4,1,1,1,1,1,1,1,4,4,3,5,5,2,5,5,5,5,1,2,3,3,4,4,4,5,4,4,3,2,4,3,1,4,2,1,1,2,1,2,17
"1528",1528,5,4,4,5,5,5,5,5,5,5,4,4,3,5,5,4,5,5,4,4,4,3,2,2,3,3,5,5,4,1,1,1,1,1,1,1,5,5,4,4,4,4,5,3,4,3,4,3,4,2,2,2,3,4,5,3,3,2,2,4,4,3,3,1,2,10,1,1,18
"1529",1529,5,4,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4,4,5,3,4,2,2,3,3,3,5,4,4,1,1,1,1,1,1,1,5,5,5,5,5,4,4,2,5,3,5,5,5,3,4,3,3,2,2,4,2,1,1,5,3,4,1,1,2,11,1,3,16
"1530",1530,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,5,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,3,4,4,3,3,2,2,2,4,4,4,3,1,2,1,1,2,18
"1531",1531,4,2,2,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,1,2,1,4,4,5,5,5,1,1,1,1,1,1,1,4,5,4,4,5,4,4,2,3,1,2,4,4,2,2,2,4,4,4,4,2,1,2,5,5,5,1,2,2,7,3,3,20
"1532",1532,5,5,5,5,5,5,5,5,5,4,3,3,4,4,1,2,5,3,5,5,5,3,5,5,5,5,5,4,5,1,1,1,1,1,1,1,4,5,4,3,3,4,5,4,4,5,4,3,5,5,5,3,3,3,4,3,2,4,3,3,3,3,1,2,1,3,2,2,18
"1533",1533,4,4,3,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3.88666666666667,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,2,2,2,4,4,4,3,1,2,2,1,2,18
"1534",1534,4,4,4,4,4,4,4,3,4,3,2,2,2,2,4,3,3,2,4,2,2,2,2,4,2,4,4,3,3,1,1,1,1,1,1,1,3,4,3,3,3,5,5,2,5,1,3,1,1,2,2,3,3,3,3,1,5,3,5,1,1,1,7,1,2,6,1,4,16
"1535",1535,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18
"1536",1536,5,5,5,5,5,5,5,4,5,3,3,2,3,5,5,3,4,4,4,3,4,2,2,2,4,4,5,4,4,1,1,1,1,1,1,1,4,5,4,5,3,4,4,3,3,1,2,3,2,3,3,3,2,2,2,2,3,3,3,4,3,3,3,4,2,11,2,4,19
"1537",1537,5,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,2,3,3,4,4,4,4,3,4,3,3.43,2.11,1.94,2.15,4,3.97,3.98,2.85,1.14,1.518,2.05,1,2.10333333333333,17.96
"1538",1538,5,5,4,5,5,4,4,3,4,3,3,3,4,4,3,4,4,3,4,3,4,2,4,2,2,3,4,4,4,1,1,1,1,1,1,1,4,4,2,4,3,4,4,3,4,2,4,2,4,2,2,2,3,3,4,3,3,2,3,4,3,3,2,1,2,7,2,4,18
"1539",1539,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,7,1,1,1,1,2,22
"1540",1540,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,5,4,4,3,1,1,1,1,1,1,1,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,3,3,1,4,1,2,18
"1541",1541,4,4,3,5,5,4,4,4,4,4,2,2,4,5,4,3,3,4,2,2,4,2,2,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,4,4,5,5,1,4,2,4,2,3,3,5,5,2,1,4,4,3,2,2,5,5,3,2,1,1,1,1,2,20
"1542",1542,3,3,4,5,3,4,4,4,4,3,4,3,2,3,5,4,3,4,4,4,4,3,3,4,3,3,4,3,2,1,1,1,1,1,1,1,5,4,4,4,3,3,3,3,3,3,3,2,5,3,3,4,3,3,3,5,1,1,4,2,3,3,2,1,1,1,1,2,14
"1543",1543,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,11,1,6,18
"1544",1544,4,3,4,4,4,4,4,4,4,3,3,3,4,5,4,5,4,4,3,3,4,2,2,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,3,3,3,4,4,1,4,2,4,3,3,3,3,3,3,2,2,1,2,2,2,4,4,4,5,1,2,1,1,2,18
"1545",1545,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,3,4,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,2,11,1,2,21
"1546",1546,5,4,4,5,5,4,4,4,5,3,3,3,4,5,5,5,4,4,3,3,4,3,4,3,4,3,5,4,3,1,1,1,1,1,1,1,4,4,4,4,5,4,4,3,3,3,4,5,5,3,3,3,3,3,3,3,3,1,3,3,4,5,4,1,1,1,1,2,19
"1547",1547,5,4,5,5,5,4,4,4,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,2,2,2,4,4,4,3,2,1,11,1,2,18
"1548",1548,5,3,5,5,4,3,3,5,3,3,4,3,5,5,5,5,4,4,3,3,4,3,3,3,5,4,5,5,4,1,1,1,1,1,1,1,5,4,4,5,4,3,3,3,4,4,4,5,5,3,3,3,2,4,3,3,2,1,1,5,3,5,1,1,1,1,1,2,17
"1549",1549,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,6,1,1,8,1,2,18
"1550",1550,3,2,4,5,5,5,3,4,4,3,3,4,4,3,4,3,4,3,4,3,4,2,2,2,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,4,3,4,5,4,4,3,4,3,4,3,3,2,2,4,3,2,2,3,3,3,3,3,1,2,1,11,3,4,17
"1551",1551,5,3,4,5,5,4,5,4,4,3,3,3,4,4,5,5,4,4,3,3,5,2,4,3,3,3,5,5,4,1,1,1,1,1,1,1,5,4,3,4,4,3,3,2,3,1,3,3,3,3,2,1,3,4,4,3,3,1,3,5,5,5,5,1,2,4,1,2,22
"1552",1552,5,4,5,5,5,5,5,4,4,4,3,3,4,4,5,5,5,4,4,4,5,1,3,2,3,4,5,5,3,1,1,1,1,1,1,1,5,5,4,4,4,4,5,4,3,3,4,4,5,1,1,1,4,4,4,4,2,2,2,4,4,4,6,1,2,11,1,1,18
"1553",1553,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,4,5,5,5,4,5,5,5,4,1,1,1,1,1,1,1,5,5,5,5,4,5,5,3,5,5,5,5,5,2,4,3,5,3,4,5,1,1,2,5,5,5,4,1,2,1,1,2,19
"1554",1554,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,3,3,5,5,2,3,3,3,3,3,3,3,1,1,1,5,5,5,1,1,2,1,1,1,18
"1555",1555,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,5,5,3,3,3,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,6,1,2,1,1,2,18
"1556",1556,5,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,1,1,1,1,2,18
"1557",1557,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,4.66333333333333,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"1558",1558,5,4,4,5,5,5,4,4,4,3,3,3,4,5,4,4,4,4,3,3,3,2,3,1,3,3,5,4,4,1,1,1,1,1,1,1,5,4,4,4,4,3,3,2,4,3,4,4,4,4,5,5,2,4,3,3,3,2,2,5,5,4,1,1,1,1,1,2,21
"1559",1559,5,3,4,4,4,4,4,4,4,3,3,3,3,5,4,3,4,3,4,3,4,2,2,3,5,4,4,4,4,1,1,1,1,1,1,1,5,4,4,4,3,4,4,2,4,3,4,4,4,3,4,3,3,2,3,3,2,1,1,4,3,5,4,1,2,1,1,2,16
"1560",1560,5,3,5,5,5,5,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,1,1,1,1,1,1,1,3,5,3,3,3,5,5,3,3,2,3,3,5,1,1,1,4,5,5,1,5,1,1,3,3,3,5,1,2,1,1,2,16
"1561",1561,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,3,5,5,5,5,4,3,3,4,4,4,5,1,1,3,5,4,5,1,1,1,7,1,1,19
"1562",1562,5,4,4,3,4,4,4,4,5,3,3,3,4,4,3,3,3,3,3.09,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,4,5,4,5,5,4,4,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,8,1,1,18
"1563",1563,5,4,3,5,3,3,4,4,4,3,3,4,5,5,5,4,4,4,3,4,3,2,3,3,3,3,5,5,5,1,1,1,1,1,1,1,3,4,4,5,5,2,3,2,4,4,5,5,5,3,4,3,1,3,1,3,1,1,1,5,3,5,2,1,1,1,1,2,16
"1564",1564,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,5,5,5,5,4,4,4,4,2,4,5,4,3,3,3,3,3,3,5,1,1,1,5,5,5,1,1,2,1,1,2,18
"1565",1565,5,5,4,4,3,4,4,4,4,4,3,4,4,3,5,4,4,4,4,2,4,2,3,3,3,3,3,4,4,1,1,1,1,1,1,1,4,5,4,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,1,1,3,1,2,17
"1566",1566,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,5,4,3,4,3,4,4,4,4,4,3,4,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,18
"1567",1567,5,3,4,4,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,1,4,4,5,2,1,2,1,1,2,17
"1568",1568,5,4,5,5,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,2,3,3,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,5,4,3,4,3,4,2,3,4,5,3,3,3,3,4,3,4,2,2,3,5,5,4,6,1,1.815,1,1,2,21
"1569",1569,3,4,4,4,5,3,4,3,3,3,2,3,4,5,5,4,4,4,5,3,3,3,2,3,3,3,3,4,4,1,1,1,1,1,1,1,3,4,5,4,4,3,3,3,4,2,4,4,4,3,3,3,3,3,4,3,2,2,2,4,4,4,2,1,1,1,1,1,18
"1570",1570,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,3,2,2,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3,3,4,2,2,2,4,5,5,1,1,2,1,1,2,20
"1571",1571,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,3,4,5,4,4,1,1,1,1,1,1,1,4,5,5,5,5,4,5,3,4,4,4,4,5,3,4,2,3,4,2,4,1,1,1,5,5,5,2,1,1,1,1,2,18
"1572",1572,5,4,5,4,3,4,4,4,5,3,3,3,5,4,4,5,4,4,3,3,4,4,5,4,4,3,4,5,5,1,1,1,1,1,1,1,5,5,4,5,5,4,4,2,5,2,4,3,4,5,4,5,2,4,3,3,3,2,1,5,4,4,1,1,1,1,1,2,19
"1573",1573,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,1,1,1,2,18
"1574",1574,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,1,1,1,1,1,1,1,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4.21309523809524,5,1,1,1,5,5,5,4,1,2,3,1,1,18
"1575",1575,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,2,2,2,4,5,4,4,1,2,4,1,1,19
"1576",1576,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"1577",1577,4,4,4,4,3,4,4,3,3,4,3.23,4,3,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,4,5,3,5,5,3,3,3,4,3,2,3,3,3,3,3,3,4,3,2,2,4,3,4,4,1,2,1,1,2,18
"1578",1578,5,4,4,5,4,5,5,5,5,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,4,5,4,4,3,4,4,4,3,3,4,4.24,4,5,4,5,4,2,3,3,3,3,3,3,1,2,2,2,2,17
"1579",1579,5,4,4,4,4,4,3,4,5,3,3,3,3,3,3,5,5,4,5,4,5,5,5,4,3,3,5,4,4,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,3,2,4,4,4,2,2,2,2,3,3,4,2,1,2,4,5,5,2,1,2,1,1.05,1.97,19
"1580",1580,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,1,1,1,2,18
"1581",1581,4,3,4,5,5,5,5,4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,2,3,4,4,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,2,3,4,4,3,1,2,1,1,2,18
"1582",1582,3,3,3,3,3,3,3,3,3,4,3,3,4,5,4,4,4,4,3,3,3,2,3,3,3,3,4,3,4,1,1,1,1,1,1,1,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,2,5,5,5,7,1,1,1,1,2,21
"1583",1583,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,4,3,4,4,4,2,2,3,3,3,3,4,2,2,2,3,4,4,4,1,2,11,1,2,17
"1584",1584,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,2,2,2,4,4,4,1,1,2,2,1,2,18
"1585",1585,4,3,3,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,3,3,2,2,3,3,3,3,4,3,1,1,1,1,1,1,1,5,4,4,3,4,4,4,3,4,3,3,3,3,3,4,5,3,3,3,3,3,2,2,4,4,4,2,1,2,1,1,2,19
"1586",1586,5,3,4,3,5,5,4,5,5,4,5,4,3,5,5,4,3,4,3,5,4,4,4,5,4,5,4,3,5,1,1,1,1,1,1,1,3,4,3,5,3,4,3,3,3,3,4,5,3,3,4,4,4,3,5,3,2,3,1,4,4,5,1,1,1,7,1,2,19
"1587",1587,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,1,1,2,18
"1588",1588,5,3,4,4,4,4,4,3,4,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,4,3,4,3,5,3,3,3,3,3,3,3,3,2,2,4,4,4,2,1,2,1,1,2,19
"1589",1589,4,4,4,5,5,3,3,3,5,2,3,4,5,4,4,4,4,4,3,3,4,2,3,2,3,4,5,5,4,1,1,1,1,1,1,1,4,4,3,4,4,2,2,3,3,2,2,3,3,5,5,5,2,3,4,3,2,2,2,4,4,4,3,1,2,3,1,2,18
"1590",1590,5,3,3,5,3,3,3,5,4,4,3,4,2,5,5,4,4,5,4,4,4,5,5,4,4,3,4,5,5,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,4,4,4,4,4,3,5,2,3,4,3,5,2,1,2,4,5,5,4,1,2,2,1,2,19
"1591",1591,5,3,5,5,4,4,5,3,5,4,3,5,5,5,5,5,5,5,4,4,5,3,1,2,3,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,5,5,5,5,1,1,1,5,5,5,1,1,1,11,1,2,18
"1592",1592,4,4,4,5,4,5,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,1,1,1,1,1,1,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,4,4,4,1,1,1,2,1,2,18
"1593",1593,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,1,1,1,1,2,18
"1594",1594,5,3,4,3,3,4,4,4,3,3,3,3,4,4,4,3,4,3,5,3,3,2,2,4,3,2,4,4,3,1,1,1,1,1,1,1,4,5,5,5,5,5,5,3,5,3,5,3,5,2,3,2,3,3,3,3,3,3,3,3,5,5,3,1,2,1,1,2,22
"1595",1595,4,3,4,5,4.4,5,4,4,4,4,2,3,4,5,5,4,4,3,3,3,4,2,4,2,3,3,4,4,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,2,3,2,4,3,5,3,4,3,3,3,3,3,2,2,2,4,5,5,3,1,2,1,1,2,20
"1596",1596,5,4,4,4,5,5,4,4,5,3,5,4,3,4,4,3,5,4,4,3,3,3,3,3,3,3,5,4,4,1,1,1,1,1,1,1,4,5,5,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,2,2,2,4,4,3,5,1,1,1,1,2,17
"1597",1597,4,4,4,5,5,5,4,4,4,3,3,3,4,5,5,4,4,4,4,4,5,2,2,4,4,2,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,5,4,4,5,5,4,4,4,3,3,4,3,1,1,2,5,5,5,2,1,1,2,1,2,19
"1598",1598,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,3,3,1,4,3,5,5,4,1,1,1,1,1,1,1,4,5,5,5,5,4,4,2,5,3,5,5,1,4,4,3,2,2,1,3,1,1,1,5,5,5,7,1,2,7,1,2,18
"1599",1599,5,5,5,5,5,5,5,4,4,4,3,3,4,5,4,5,5,4,4,4,3,3,3,3,3,3,5,5,3,1,1,1,1,1,1,1,4,4,3,3,3,5,5,3,5,3,3,4,4,3,2,2,4,4,3,3,3,2,3,5,5,5,4,1,2,7,1,2,23
"1600",1600,5,4,4,5,3,3,4,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,1,1,1,1,1,1,1,3,4,4,4,3,5,5,3,4,3,4,3,4,3,3,3,3,3,3,3,2,2,1,5,5,5,5,1,2,1,1,2,20
"1601",1601,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18
"1602",1602,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,3,3,4,5,4,3,4,4,3,4,4,4,1,1,2,5,5,5,2,1,1,10,1,3,19
