"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","na_count","total_score"
"1527",3,2,4,5,5,5,3,4,4,3,3,4,4,3,4,3,4,3,4,3,4,2,2,2,3,3,4,4,3,NA,NA,1,NA,NA,1,NA,5,5,4,4,3,4,5,4,4,3,4,3,4,2,4,3,3,3,3,3,3,3,2,2,4,3,1,2,1,11,3,4,5,17
"1528",5,3,4,5,5,4,5,4,4,3,3,3,4,4,5,5,4,4,3,3,5,2,4,3,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,4,3,4,4,3,3,2,3,1,3,3,3,3,3,5,3,5,5,5,3,2,1,3,4,4,5,1,2,4,1,2,6,17
"1529",5,4,5,5,5,5,5,4,4,4,3,3,4,4,5,5,5,4,4,4,5,1,3,2,3,4,5,5,3,NA,NA,NA,NA,NA,1,NA,5,5,4,4,4,4,5,4,3,3,4,4,5,4,4,4,4,4,4,4,1,1,1,4,4,4,6,1,2,11,1,1,6,15
"1530",5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,4,5,5,5,4,5,5,5,4,NA,NA,1,NA,NA,1,NA,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,2,4,3,5,3,4,4,1,2,1,1,2,5,21
"1531",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,3,3,5,5,2,3,5,5,5,5,5,5,3,3,3,3,3,3,1,1,2,1,1,1,6,18
"1532",5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,NA,NA,1,NA,NA,NA,1,5,5,5,5,4,5,5,3,3,3,3,4,5,3,3,3,3,3,3,3,4,3,3,3,3,3,6,1,2,1,1,2,5,19
"1533",5,3,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,6,24
"1534",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,NA,5,5,5,1,1,1,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,4,30
"1535",5,4,4,5,5,5,4,4,4,3,3,3,4,5,4,4,4,4,3,3,3,2,3,1,3,3,5,4,4,NA,1,NA,NA,NA,NA,NA,5,4,4,4,4,3,3,2,4,3,4,4,4,3,3,4,4,5,5,4,4,5,5,2,4,3,1,1,1,1,1,2,6,23
"1536",5,3,4,4,4,4,4,4,4,3,3,3,3,5,4,3,4,3,4,3,4,2,2,3,5,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,4,4,2,4,3,4,4,4,3,4,5,5,4,3,5,3,4,3,3,2,3,4,1,2,1,1,2,6,18
"1537",5,3,5,5,5,5,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,3,5,3,3,3,5,5,3,3,2,3,3,5,1,1,5,5,3,3,3,1,1,1,4,5,5,5,1,2,1,1,2,6,17
"1538",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,3,5,4,5,4,3,3,4,4,4,1,1,1,7,1,1,6,22
"1539",5,4,4,3,4,4,4,4,5,3,3,3,4,4,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,5,4,5,5,4,4,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,8,1,1,7,18
"1540",5,4,3,5,3,3,4,4,4,3,3,4,5,5,5,4,4,4,3,4,3,2,3,3,3,3,5,5,5,NA,NA,NA,NA,NA,NA,1,3,4,4,5,5,2,3,2,4,4,5,5,5,3,5,5,5,5,3,5,3,4,3,1,3,1,2,1,1,1,1,2,6,15
"1541",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,5,5,5,5,4,4,4,4,2,4,5,4,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"1542",5,5,4,4,3,4,4,4,4,4,3,4,4,3,5,4,4,4,4,2,4,2,3,3,3,3,3,4,4,NA,NA,1,NA,NA,1,NA,4,5,4,4,3,3,3,2,3,2,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,1,1,3,1,2,5,18
"1543",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,NA,NA,NA,NA,NA,4,5,4,3,4,3,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,30
"1544",5,3,4,4,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,4,4,5,3,3,3,3,3,3,2,1,2,1,1,2,6,18
"1545",5,4,5,5,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,2,3,3,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,3,4,3,4,2,3,4,5,4,4,4,3,5,5,4,3,3,3,3,4,3,6,1,NA,1,1,2,7,19
"1546",3,4,4,4,5,3,4,3,3,3,2,3,4,5,5,4,4,4,5,3,3,3,2,3,3,3,3,4,4,NA,NA,1,NA,NA,NA,NA,3,4,5,4,4,3,3,3,4,2,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,2,1,1,1,1,1,6,19
"1547",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,3,2,2,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,5,3,4,3,3,3,3,1,1,2,1,1,2,6,19
"1548",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,3,4,5,4,4,1,1,1,1,1,1,NA,4,5,5,5,5,4,5,3,4,4,4,4,5,4,5,5,5,5,5,5,3,4,2,3,4,2,2,1,1,1,1,2,1,18
"1549",5,4,5,4,3,4,4,4,5,3,3,3,5,4,4,5,4,4,3,3,4,4,5,4,4,3,4,5,5,NA,NA,1,NA,NA,NA,NA,5,5,4,5,5,4,4,2,5,2,4,3,4,3,3,4,5,5,4,4,5,4,5,2,4,3,1,1,1,1,1,2,6,23
"1550",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,2,1,30
"1551",5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,1,NA,1,NA,1,NA,NA,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,NA,4,1,2,3,1,1,5,NA
"1552",5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,3,3,3,3,3,4,1,2,4,1,1,5,18
"1553",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,0,30
"1554",4,4,4,4,3,4,4,3,3,4,NA,4,3,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,5,3,5,5,3,3,3,4,3,2,4,3,4,4,4,3,4,3,3,3,3,3,3,4,1,2,1,1,2,7,18
"1555",5,4,4,5,4,5,5,5,5,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,1,NA,1,NA,NA,5,5,5,4,5,4,4,3,4,4,4,3,3,4,4,3,3,3,3,3,4,NA,4,5,4,5,3,1,2,2,2,2,5,NA
"1556",5,4,4,4,4,4,3,4,5,3,3,3,3,3,3,5,5,4,5,4,5,5,5,4,3,3,5,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,4,4,3,2,4,4,4,4,4,5,4,4,5,5,2,2,2,2,3,3,2,1,2,1,NA,NA,8,14
"1557",4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,1,1,1,2,6,24
"1558",4,3,4,5,5,5,5,4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,2,3,4,4,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,3,4,3,4,4,3,3,3,3,3,3,3,1,2,1,1,2,6,18
"1559",3,3,3,3,3,3,3,3,3,4,3,3,4,5,4,4,4,4,3,3,3,2,3,3,3,3,4,3,4,NA,1,NA,NA,1,NA,NA,3,4,4,4,4,3,3,3,3,3,4,4,3,3,4,4,4,5,5,5,3,3,3,3,3,3,7,1,1,1,1,2,5,18
"1560",4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,2,2,3,3,3,3,4,1,2,11,1,2,6,16
"1561",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,2,2,1,2,6,19
"1562",4,3,3,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,3,3,2,2,3,3,3,3,4,3,NA,NA,NA,1,NA,NA,NA,5,4,4,3,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,5,3,3,3,2,1,2,1,1,2,6,21
"1563",5,3,4,3,5,5,4,5,5,4,5,4,3,5,5,4,3,4,3,5,4,4,4,5,4,5,4,3,5,NA,NA,1,NA,NA,NA,NA,3,4,3,5,3,4,3,3,3,3,4,5,3,3,4,3,5,4,4,5,3,4,4,4,3,5,1,1,1,7,1,2,6,23
"1564",4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,1,1,2,6,18
"1565",5,3,4,4,4,4,4,3,4,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,2,4,3,4,3,5,3,3,4,4,4,4,4,3,3,3,3,3,3,2,1,2,1,1,2,6,18
"1566",4,4,4,5,5,3,3,3,5,2,3,4,5,4,4,4,4,4,3,3,4,2,3,2,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,2,2,3,3,2,2,3,3,3,4,4,4,4,4,4,5,5,5,2,3,4,3,1,2,3,1,2,6,24
"1567",5,3,3,5,3,3,3,5,4,4,3,4,2,5,5,4,4,5,4,4,4,5,5,4,4,3,4,5,5,1,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,4,5,5,3,5,2,3,4,3,4,1,2,2,1,2,6,20
"1568",5,3,5,5,4,4,5,3,5,4,3,5,5,5,5,5,5,5,4,4,5,3,1,2,3,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,1,1,5,5,5,1,1,1,11,1,2,6,19
"1569",4,4,4,5,4,5,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,2,1,2,6,18
"1570",5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,6,24
"1571",5,3,4,3,3,4,4,4,3,3,3,3,4,4,4,3,4,3,5,3,3,2,2,4,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,3,5,3,5,3,5,3,3,3,3,3,5,5,2,3,2,3,3,3,3,1,2,1,1,2,6,16
"1572",4,3,4,5,NA,5,4,4,4,4,2,3,4,5,5,4,4,3,3,3,4,2,4,2,3,3,4,4,4,NA,NA,NA,1,NA,NA,NA,5,4,4,4,4,4,4,2,3,2,4,3,5,3,4,4,4,4,5,5,3,4,3,3,3,3,3,1,2,1,1,2,7,19
"1573",5,4,4,4,5,5,4,4,5,3,5,4,3,4,4,3,5,4,4,3,3,3,3,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,1,1,1,1,2,6,18
"1574",4,4,4,5,5,5,4,4,4,3,3,3,4,5,5,4,4,4,4,4,5,2,2,4,4,2,4,4,4,NA,1,1,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,4,4,5,5,3,5,5,4,5,5,5,4,4,4,3,3,4,2,1,1,2,1,2,5,22
"1575",5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,3,3,1,4,3,5,5,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,4,4,2,5,3,5,5,1,3,5,5,5,5,5,5,4,4,3,2,2,1,7,1,2,7,1,2,6,16
"1576",5,5,5,5,5,5,5,4,4,4,3,3,4,5,4,5,5,4,4,4,3,3,3,3,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,4,4,3,3,3,5,5,3,5,3,3,4,4,3,3,4,3,5,5,5,3,2,2,4,4,3,4,1,2,7,1,2,6,18
"1577",5,4,4,5,3,3,4,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,5,5,3,4,3,4,3,4,3,4,4,5,5,5,5,3,3,3,3,3,3,5,1,2,1,1,2,6,18
"1578",5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,5,18
"1579",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,3,3,4,5,4,4,5,5,4,5,5,5,3,4,4,3,4,4,2,1,1,10,1,3,6,22
"1580",4,4,3,5,5,5,5,5,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,2,2,2,4,4,3,NA,1,1,NA,NA,NA,NA,4,4,2,3,4,3,4,1,5,2,4,2,3,3,3,4,4,3,4,4,5,5,5,2,2,3,2,1,2,1,1,2,5,22
"1581",3,3,NA,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,4,4,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,1,2,1,1,2,6,16
"1582",5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,5,5,5,3,4,4,3,3,3,4,5,4,4,5,5,4,5,3,5,4,3,5,4,4,4,3,1,1,5,1,1,6,24
"1583",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,5,2,3,3,4,5,4,1,1,1,1,NA,1,NA,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,2,1,1,1,1,2,2,19
"1584",5,4,5,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,4,5,5,5,5,3,4,1,3,2,5,4,5,4,4,5,3,4,5,4,3,4,3,2,2,2,2,1,1,1,1,1,4,16
"1585",5,3,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,3,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,2,4,4,3,3,2,3,2,3,3,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,1,2,2,1,2,6,18
"1586",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,1,5,1,5,5,5,2,5,4,5,3,5,5,5,5,5,1,2,2,1,1,1,1,1,2,6,20
"1587",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,NA,1,NA,1,NA,1,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,5,5,5,5,5,2,5,3,1,1,1,1,1,2,4,25
"1588",4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,4,4,4,4,3,NA,3,3,4,4,4,3,4,3,3,3,2,4,3,6,1,1,7,1,1,7,18
"1589",5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,5,5,5,3,4,4,3,4,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,3,4,3,5,5,3,5,3,3,3,3,3,5,5,4,5,3,3,3,3,2,3,4,3,6,1,2,9,1,3,6,18
"1590",5,3,5,2,4,5,5,4,4,3,3,3,4,4,4,4,4,4,3,4,4,3,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,4,4,4,3,4,4,5,3,4,4,4,4,5,4,3,3,3,3,4,4,1,1,1,1,1,1,6,20
"1591",4,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,2,4,3,5,3,3,4,4,4,5,4,3,3,3,3,3,3,6,1,2,6,1,2,6,18
"1592",4,3,3,4,4,3,5,3,4,4,3,3,3,5,5,5,5,4,4,4,3,2,3,3,3,3,5,5,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,2,3,4,5,4,4,4,4,2,4,5,2,3,2,3,3,4,3,1,2,5,1,2,6,17
"1593",4,4,4,3,4,4,3,4,4,3,2,3,4,4,4,4,5,3,3,2,3,3,4,2,3,3,4,5,4,1,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,4,3,4,3,4,4,5,3,4,4,4,5,5,4,5,4,4,2,3,2,2,NA,1,1,1,2,7,20
"1594",4,4,3,3,4,5,3,3,3,3,3,3,3,5,5,4,3,4,3,3,3,2,2,2,3,2,5,5,3,NA,NA,NA,NA,NA,NA,1,3,4,4,5,3,5,5,4,5,2,4,4,1,3,4,5,3,2,3,4,2,3,2,1,2,3,1,1,1,1,1,2,6,13
"1595",5,4,4,5,5,4,5,4,4,2,4,3,5,5,5,3,5,3,3,3,4,2,4,3,3,2,5,5,3,1,NA,NA,NA,NA,NA,NA,3,4,4,4,4,5,4,4,5,4,4,4,4,4,3,4,4,3,4,5,4,4,2,3,2,3,2,1,1,2,1,2,6,18
"1596",5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"1597",5,3,3,5,3,5,5,3,5,3,3,3,5,5,3,5,5,3,4,2,3,1,3,5,2,3,4,5,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,4,2,5,3,5,3,4,3,4,5,5,3,5,5,3,2,2,3,5,3,1,1,2,1,1,2,6,18
"1598",5,5,4,5,5,4,5,5,5,1,2,2,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,5,4,5,2,3,3,1,2,2,2,2,2,2,2,4,3,2,3,3,3,1,1,1,1,1,2,6,18
"1599",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,3,3,4,4,5,2,4,5,4,5,3,3,3,3,3,3,4,3,3,1,2,1,1,2,6,19
"1600",5,2,4,4,5,4,3,4,4,3,3,4,4,5,4,5,5,4,4,4,4,3,3,2,3,3,5,5,3,1,1,1,1,1,1,NA,4,3,4,4,4,3,3,2,3,2,3,3,5,2,4,4,4,5,5,4,3,3,3,3,3,3,2,1,2,4,1,2,1,18
"1601",5,5,4,4,5,4,5,5,5,3,3,3,3,5,5,4,4,4,3,3,4,2,2,3,3,3,4,5,5,NA,NA,1,NA,NA,NA,NA,3,4,3,4,5,2,3,1,4,3,4,5,3,2,3,3,3,5,3,4,3,4,4,4,4,3,2,1,1,2,1,1,6,22
"1602",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,NA,1,NA,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,7,1,1,10,1,2,4,23
"1603",5,5,5,3,3,4,5,5,5,3,2,1,4,5,5,5,5,4,4,3,4,2,2,2,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,4,4,4,4,4,4,5,5,3,3,5,4,5,5,5,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"1604",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,1,NA,NA,NA,NA,NA,NA,5,5,4,3,4,1,5,3,1,4,3,3,2,5,5,5,5,5,4,5,5,5,5,5,5,5,6,1,1,1,1,1,6,30
"1605",4,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,4,3,5,4,5,3,3,4,4,5,4,4,4,3,3,3,3,3,3,1,1,1,1,2,6,19
"1606",5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,2,2,4,5,5,5,5,5,NA,1,NA,NA,NA,NA,1,5,5,4,5,4,4,5,3,5,4,5,4,5,4,4,4,4,5,5,5,2,2,2,3,3,3,2,1,2,1,1,2,5,15
"1607",4,3,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,7,18
"1608",4,4,4,4,4,3,4,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,30
"1609",4,4,4,3,4,3,3,3,4,3,3,3,5,5,5,4,5,3,2,2,4,2,5,3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,4,3,4,4,3,4,5,3,4,5,5,5,5,5,2,3,2,3,3,3,2,1,2,1,1,2,7,16
"1610",4,3,4,4,4,4,5,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,5,4,5,4,4,5,5,4,4,5,5,5,2,5,4,3,3,3,3,3,1,1,2,1,1,1,7,19
"1611",4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,3,4,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,6,18
